;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
11;ADE2;2024-10-05T16:30:00Z;11.2;0.166;57.52;-4.792;0.983;1.974;-1.282;-0.312;48.5;0.626;1.447;117.8;24.58
12;ADE2;2024-10-05T17:00:00Z;12.0;0.134;55.87;-5.465;0.981;1.859;-1.488;-0.199;14.21;0.877;1.741;93.3;15.07
13;ADE2;2024-10-05T17:30:00Z;12.0;-0.283;54.27;-5.706;0.977;1.726;-1.875;-0.451;1.288;1.009;2.308;94.2;24.44
14;ADE2;2024-10-05T18:00:00Z;11.9;0.149;52.53;-6.505;0.974;1.597;-2.262;-0.501;0.001;0.82;1.78;76.07;19.42
15;ADE2;2024-10-05T18:30:00Z;11.3;-0.39;54.33;-7.817;0.971;1.49;-3.617;-1.879;-0.004;0.749;1.682;106.9;16.79
16;ADE2;2024-10-05T19:00:00Z;10.7;-0.137;50.63;-8.24;0.967;1.395;-3.234;-1.542;-0.004;1.003;2.425;110.9;18.48
17;ADE2;2024-10-05T19:30:00Z;11.2;0.127;49.56;-8.66;0.964;1.297;-3.082;-1.338;-0.004;0.847;1.976;106.8;21.61
18;ADE2;2024-10-05T20:00:00Z;10.3;0.037;48.76;-9.76;0.96;1.198;-4.108;-2.169;-0.004;0.695;1.878;106.4;19.11
19;ADE2;2024-10-05T20:30:00Z;10.3;-0.042;46.93;-10.49;0.956;1.101;-4.283;-2.33;-0.004;0.844;1.995;107.5;14.81
20;ADE2;2024-10-05T21:00:00Z;10.3;0.499;42.42;-9.95;0.953;1.005;-2.396;-0.662;-0.004;1.147;2.132;130.8;19.45
21;ADE2;2024-10-05T21:30:00Z;10.5;0.742;40.0;-9.33;0.949;0.905;-1.986;-0.45;-0.004;1.089;2.386;125.6;21.03
22;ADE2;2024-10-05T22:00:00Z;10.8;1.259;36.75;-8.51;0.945;0.833;-0.939;0.341;-0.004;1.38;2.856;127.8;24.23
23;ADE2;2024-10-05T22:30:00Z;10.9;0.937;38.27;-8.83;0.942;0.734;-1.533;0.056;-0.004;1.371;2.856;94.5;19.7
24;ADE2;2024-10-05T23:00:00Z;10.8;1.014;37.66;-8.46;0.938;0.657;-0.963;0.223;-0.004;1.319;2.543;111.5;22.24
25;ADE2;2024-10-05T23:30:00Z;11.4;1.007;37.8;-8.86;0.935;0.588;-1.51;-0.016;-0.004;1.362;2.738;109.9;21.14
26;ADE2;2024-10-06T00:00:00Z;10.9;0.891;37.8;-8.91;0.931;0.544;-1.413;-0.049;-0.004;1.541;3.11;101.9;23.14
27;ADE2;2024-10-06T00:30:00Z;10.9;0.642;37.67;-8.96;0.927;0.478;-1.768;-0.355;-0.004;1.659;2.856;107.0;15.07
28;ADE2;2024-10-06T01:00:00Z;11.2;0.614;37.1;-10.07;0.924;0.421;-2.985;-0.821;-0.004;1.099;2.289;96.4;18.68
29;ADE2;2024-10-06T01:30:00Z;11.2;1.434;31.81;-9.31;0.92;0.407;-1.157;0.206;-0.004;1.505;2.993;128.3;18.78
30;ADE2;2024-10-06T02:00:00Z;11.2;1.85;27.77;-9.22;0.917;0.42;-0.85;0.604;-0.004;1.273;2.778;132.2;20.56
31;ADE2;2024-10-06T02:30:00Z;11.2;1.744;26.33;-9.78;0.913;0.403;-1.09;0.503;-0.004;1.282;2.954;125.9;22.65
32;ADE2;2024-10-06T03:00:00Z;11.2;1.79;26.08;-9.15;0.91;0.396;-0.814;0.607;-0.004;1.222;2.738;135.2;22.64
33;ADE2;2024-10-06T03:30:00Z;10.7;2.045;25.56;-9.36;0.907;0.372;-0.933;0.651;-0.003;1.237;2.758;134.9;21.61
34;ADE2;2024-10-06T04:00:00Z;10.4;2.269;25.94;-9.12;0.903;0.372;-1.77;0.136;-0.005;0.769;2.875;128.9;24.64
35;ADE2;2024-10-06T04:30:00Z;10.1;1.942;26.92;-9.26;0.899;0.33;-2.337;-0.565;-0.004;1.027;1.976;103.2;17.86
36;ADE2;2024-10-06T05:00:00Z;9.7;2.059;26.0;-8.64;0.896;0.298;-0.78;0.754;-0.002;1.41;2.621;102.1;25.14
37;ADE2;2024-10-06T05:30:00Z;10.2;2.1;24.48;-9.17;0.892;0.257;-1.063;0.624;0.743;1.077;3.051;109.6;26.93
38;ADE2;2024-10-06T06:00:00Z;9.5;2.345;24.51;-7.712;0.889;0.257;-0.11;1.118;11.02;1.572;2.68;125.2;14.86
39;ADE2;2024-10-06T06:30:00Z;9.5;2.687;25.8;-6.115;0.885;0.275;0.386;1.625;33.9;1.143;3.032;112.4;22.66
40;ADE2;2024-10-06T07:00:00Z;8.6;3.377;24.04;-5.622;0.882;0.316;0.973;2.209;83.5;0.778;2.465;109.0;28.74
41;ADE2;2024-10-06T07:30:00Z;8.4;3.079;28.35;-4.596;0.878;0.381;1.314;2.243;93.1;0.747;2.249;103.1;24.06
42;ADE2;2024-10-06T08:00:00Z;7.7;3.511;28.98;-3.571;0.874;0.458;1.938;2.763;107.5;0.555;2.23;112.7;29.12
43;ADE2;2024-10-06T08:30:00Z;8.2;4.446;25.52;-2.262;0.87;0.58;3.859;4.453;152.9;1.02;1.917;98.3;26.57
44;ADE2;2024-10-06T09:00:00Z;8.7;4.757;24.34;-1.582;0.867;0.736;4.616;5.079;152.8;1.417;3.032;124.9;21.42
45;ADE2;2024-10-06T09:30:00Z;9.3;6.107;18.29;-1.337;0.863;0.896;5.475;6.151;119.0;1.547;5.966;133.9;28.23
46;ADE2;2024-10-06T10:00:00Z;10.5;6.749;26.48;-0.005;0.859;1.199;7.221;7.561;230.5;3.903;6.905;137.3;19.94
47;ADE3;2024-10-05T11:00:00Z;;0.028;100.0;;;;;;;0.91;2.504;77.92;7.859
48;ADE3;2024-10-05T11:30:00Z;;0.07;100.0;;;;;;;1.651;2.289;90.7;9.4
49;ADE3;2024-10-05T12:00:00Z;;-0.02;100.0;;;;;;;1.969;2.856;72.81;14.18
50;ADE3;2024-10-05T12:30:00Z;;0.063;99.9;;;;;;;0.125;2.289;141.3;72.02
51;ADE3;2024-10-05T13:00:00Z;;-0.895;98.3;;;;;;;3.04;4.186;276.9;11.11
52;ADE3;2024-10-05T13:30:00Z;;-0.867;99.2;;;;;;;3.087;4.499;293.4;12.71
53;ADE3;2024-10-05T14:00:00Z;;-0.801;99.3;;;;;;;3.022;4.401;279.8;14.03
54;ADE3;2024-10-05T14:30:00Z;;-0.44;98.9;;;;;;;2.542;3.443;264.6;10.37
55;ADE3;2024-10-05T15:00:00Z;;-0.28;99.6;;;;;;;3.772;5.575;266.3;12.44
56;ADE3;2024-10-05T15:30:00Z;;-0.044;100.0;;;;;;;3.654;4.734;252.3;11.65
57;ADE3;2024-10-05T16:00:00Z;;-0.036;100.0;;;;;;;4.139;5.125;252.6;8.58
58;ADE3;2024-10-05T16:30:00Z;;0.053;100.0;;;;;;;4.165;4.714;260.7;7.295
59;ADE3;2024-10-05T17:00:00Z;;-0.015;100.0;;;;;;;4.65;5.477;267.5;6.424
60;ADE3;2024-10-05T17:30:00Z;;-0.309;100.0;;;;;;;4.283;5.242;277.9;8.7
61;ADE3;2024-10-05T18:00:00Z;;-0.27;96.2;;;;;;;4.173;5.535;277.2;12.0
62;ADE3;2024-10-05T18:30:00Z;;0.113;89.6;;;;;;;4.629;6.024;276.7;11.93
63;ADE3;2024-10-05T19:00:00Z;;0.518;76.47;;;;;;;5.147;6.24;271.2;9.56
64;ADE3;2024-10-05T19:30:00Z;;0.705;69.95;;;;;;;6.258;8.02;265.2;10.6
65;ADE3;2024-10-05T20:00:00Z;;1.528;57.19;;;;;;;5.941;7.883;278.1;13.53
66;ADE3;2024-10-05T20:30:00Z;;2.113;48.18;;;;;;;6.216;8.29;289.7;13.55
67;ADE3;2024-10-05T21:00:00Z;;2.103;48.52;;;;;;;6.577;8.18;264.5;11.98
68;ADE3;2024-10-05T21:30:00Z;;2.135;48.81;;;;;;;7.061;8.68;251.6;5.088
69;ADE3;2024-10-05T22:00:00Z;;2.455;43.44;;;;;;;7.144;8.14;256.2;5.341
70;ADE3;2024-10-05T22:30:00Z;;2.18;46.45;;;;;;;6.096;7.746;263.2;15.0
71;ADE3;2024-10-05T23:00:00Z;;2.89;36.57;;;;;;;5.489;6.885;287.8;11.3
72;ADE3;2024-10-05T23:30:00Z;;2.639;37.91;;;;;;;5.048;6.455;268.8;9.44
73;ADE3;2024-10-06T00:00:00Z;;2.471;39.43;;;;;;;5.012;6.611;277.8;15.65
74;ADE3;2024-10-06T00:30:00Z;;2.179;43.55;;;;;;;6.316;8.0;256.7;7.791
75;ADE3;2024-10-06T01:00:00Z;;2.644;36.02;;;;;;;5.204;7.374;270.5;20.11
76;ADE3;2024-10-06T01:30:00Z;;3.33;28.01;;;;;;;5.231;6.826;282.5;8.04
77;ADE3;2024-10-06T02:00:00Z;;3.311;27.6;;;;;;;5.737;7.57;291.6;10.54
78;ADE3;2024-10-06T02:30:00Z;;3.22;26.29;;;;;;;4.804;6.181;280.0;11.23
79;ADE3;2024-10-06T03:00:00Z;;3.764;21.55;;;;;;;5.221;6.787;298.8;11.96
80;ADE3;2024-10-06T03:30:00Z;;3.87;20.41;;;;;;;5.215;6.885;279.3;12.83
81;ADE3;2024-10-06T04:00:00Z;;3.849;19.12;;;;;;;5.566;6.944;286.6;7.348
82;ADE3;2024-10-06T04:30:00Z;;3.784;18.36;;;;;;;5.439;7.218;276.8;14.12
83;ADE3;2024-10-06T05:00:00Z;;3.986;17.12;;;;;;;5.191;7.804;281.5;12.91
84;ADE3;2024-10-06T05:30:00Z;;4.078;16.87;;;;;;;5.032;6.65;292.4;17.09
85;ADE3;2024-10-06T06:00:00Z;;3.967;17.48;;;;;;;4.629;7.237;279.6;16.25
86;ADE3;2024-10-06T06:30:00Z;;3.973;18.22;;;;;;;4.613;6.474;263.1;14.71
87;ADE3;2024-10-06T07:00:00Z;;3.829;19.43;;;;;;;5.229;6.416;265.5;11.61
88;ADE3;2024-10-06T07:30:00Z;;3.807;20.17;;;;;;;4.95;6.142;272.9;12.94
89;ADE3;2024-10-06T08:00:00Z;;3.997;19.82;;;;;;;5.716;7.315;262.8;11.7
90;ADE3;2024-10-06T08:30:00Z;;4.577;19.69;;;;;;;7.417;10.58;288.0;13.12
91;ADE3;2024-10-06T09:00:00Z;;5.04;18.53;;;;;;;6.189;9.13;271.9;13.34
92;ADE3;2024-10-06T09:30:00Z;;4.247;20.1;;;;;;;5.407;7.061;256.8;14.36
93;ADE3;2024-10-06T10:00:00Z;;4.62;20.63;;;;;;;7.253;9.33;252.8;13.7
94;ALB2;2024-10-05T11:00:00Z;16.0;0.068;99.0;0.021;0.518;;;;423.0;2.943;3.814;290.7;11.7
95;ALB2;2024-10-05T11:30:00Z;15.6;0.144;99.0;0.172;0.527;;;;403.6;3.071;4.225;272.8;10.81
96;ALB2;2024-10-05T12:00:00Z;15.1;0.054;99.1;-0.108;0.515;;;;235.3;2.917;3.756;266.4;9.68
97;ALB2;2024-10-05T12:30:00Z;15.3;0.026;99.1;0.001;0.509;;;;328.3;3.342;4.518;265.0;9.66
98;ALB2;2024-10-05T13:00:00Z;15.0;0.175;99.0;0.22;0.517;;;;468.8;3.211;4.049;268.9;11.55
99;ALB2;2024-10-05T13:30:00Z;15.0;0.192;99.0;0.122;0.513;;;;225.2;3.749;4.851;271.9;9.72
100;ALB2;2024-10-05T14:00:00Z;15.0;0.052;99.0;-0.283;0.496;;;;156.4;4.346;6.024;266.2;9.81
101;ALB2;2024-10-05T14:30:00Z;15.2;-0.607;99.1;-0.737;0.477;;;;97.3;3.776;5.262;261.1;10.57
102;ALB2;2024-10-05T15:00:00Z;15.0;-0.96;99.3;-1.059;0.476;;;;76.2;4.006;5.066;266.5;11.77
103;ALB2;2024-10-05T15:30:00Z;15.0;-1.122;99.9;-1.083;0.465;;;;39.31;4.313;5.633;267.3;10.19
104;ALB2;2024-10-05T16:00:00Z;15.0;-1.242;100.0;-1.205;0.46;;;;30.07;3.808;5.379;267.6;10.68
105;ALB2;2024-10-05T16:30:00Z;15.0;-1.452;100.0;-1.402;0.459;;;;24.24;3.342;4.753;272.6;16.27
106;ALB2;2024-10-05T17:00:00Z;15.0;-1.913;100.0;-1.707;0.455;;;;4.669;3.314;5.027;251.1;13.66
107;ALB2;2024-10-05T17:30:00Z;15.0;-2.03;100.0;-1.804;0.456;;;;0.259;3.659;5.535;250.5;12.5
108;ALB2;2024-10-05T18:00:00Z;15.0;-2.353;100.0;-2.014;0.457;;;;0.009;2.921;4.44;259.2;16.5
109;ALB2;2024-10-05T18:30:00Z;14.9;-2.764;100.0;-2.407;0.457;;;;0.01;1.167;3.188;285.2;22.28
110;ALB2;2024-10-05T19:00:00Z;15.0;-3.715;100.0;-3.115;0.46;;;;0.01;0.7;1.819;273.9;26.34
111;ALB2;2024-10-05T19:30:00Z;15.0;-4.238;100.0;-3.624;0.462;;;;0.008;0.227;0.998;255.9;44.14
112;ALB2;2024-10-05T20:00:00Z;15.0;-4.404;100.0;-3.563;0.464;;;;0.007;0.987;1.721;143.9;6.611
113;ALB2;2024-10-05T20:30:00Z;15.0;-4.454;100.0;-3.757;0.466;;;;0.007;1.04;1.604;145.9;6.61
114;ALB2;2024-10-05T21:00:00Z;14.9;-4.127;100.0;-3.725;0.466;;;;0.007;1.404;2.152;111.9;21.9
115;ALB2;2024-10-05T21:30:00Z;14.6;-4.176;100.0;-3.923;0.47;;;;0.007;1.826;2.562;95.3;10.81
116;ALB2;2024-10-05T22:00:00Z;14.3;-3.817;100.0;-3.569;0.471;;;;0.007;2.303;2.934;101.0;5.58
117;ALB2;2024-10-05T22:30:00Z;14.3;-3.787;100.0;-3.585;0.472;;;;0.007;2.859;3.56;94.3;9.0
118;ALB2;2024-10-05T23:00:00Z;14.0;-3.966;100.0;-3.709;0.472;;;;0.007;3.533;3.853;99.1;4.53
119;ALB2;2024-10-05T23:30:00Z;14.0;-3.915;100.0;-3.739;0.472;;;;0.007;3.207;3.951;94.3;4.349
120;ALB2;2024-10-06T00:00:00Z;14.0;-3.886;100.0;-3.637;0.472;;;;0.007;3.096;3.853;99.2;8.64
121;ALB2;2024-10-06T00:30:00Z;14.0;-3.918;100.0;-3.703;0.471;;;;0.007;3.434;3.912;97.3;4.984
122;ALB2;2024-10-06T01:00:00Z;14.0;-3.911;100.0;-3.742;0.47;;;;0.007;3.352;3.834;103.1;5.059
123;ALB2;2024-10-06T01:30:00Z;13.8;-3.761;99.7;-3.607;0.469;;;;0.007;3.224;3.932;106.4;10.21
124;ALB2;2024-10-06T02:00:00Z;13.8;-4.097;99.7;-3.897;0.467;;;;0.007;2.821;3.716;103.7;8.83
125;ALB2;2024-10-06T02:30:00Z;13.9;-3.618;98.8;-3.488;0.464;;;;0.007;3.087;3.501;93.3;4.524
126;ALB2;2024-10-06T03:00:00Z;13.8;-3.666;97.2;-3.726;0.463;;;;0.007;2.886;3.716;102.1;7.765
127;ALB2;2024-10-06T03:30:00Z;13.5;-3.792;98.0;-3.758;0.459;;;;0.007;2.989;3.579;91.9;9.26
128;ALB2;2024-10-06T04:00:00Z;13.6;-4.039;98.3;-4.016;0.453;;;;0.007;2.943;3.677;98.7;11.81
129;ALB2;2024-10-06T04:30:00Z;13.1;-3.752;98.2;-3.707;0.453;;;;0.007;3.334;3.912;93.2;6.547
130;ALB2;2024-10-06T05:00:00Z;13.1;-3.624;97.9;-3.573;0.447;;;;0.014;3.031;3.716;94.1;8.68
131;ALB2;2024-10-06T05:30:00Z;13.0;-3.665;95.9;-3.752;0.444;;;;2.107;3.055;3.619;90.3;7.353
132;ALB2;2024-10-06T06:00:00Z;12.9;-3.697;95.8;-3.802;0.44;;;;16.05;3.471;4.108;93.9;7.17
133;ALB2;2024-10-06T06:30:00Z;13.0;-3.573;95.7;-3.706;0.435;;;;35.31;3.479;4.01;92.0;7.749
134;ALB2;2024-10-06T07:00:00Z;13.0;-3.035;94.0;-4.849;0.436;;;;121.5;3.666;4.108;87.7;4.715
135;ALB2;2024-10-06T07:30:00Z;12.9;-2.702;90.8;-6.072;0.439;;;;223.2;3.715;4.205;87.0;4.824
136;ALB2;2024-10-06T08:00:00Z;12.9;-1.955;88.1;-4.645;0.441;;;;277.4;3.539;4.225;83.7;4.362
137;ALB2;2024-10-06T08:30:00Z;12.9;-1.373;85.6;-2.993;0.444;;;;295.3;3.54;4.401;94.3;6.868
138;ALB2;2024-10-06T09:00:00Z;13.0;-0.733;84.9;-2.318;0.447;;;;256.1;3.189;3.658;96.5;4.735
139;ALB2;2024-10-06T09:30:00Z;13.0;0.127;84.0;-0.589;0.453;;;;353.4;3.104;3.795;102.0;6.06
140;ALB2;2024-10-06T10:00:00Z;13.0;0.633;85.9;-0.216;0.455;;;;291.0;3.409;4.01;106.3;4.967
141;ALI1;2024-10-05T11:00:00Z;;0.118;100.0;;;;;;;;;;0.0
142;ALI1;2024-10-05T11:30:00Z;;0.615;100.0;;;;;;;;;;0.0
143;ALI1;2024-10-05T12:00:00Z;;2.081;100.0;;;;;;;0.0;0.0;0.0;0.0
144;ALI1;2024-10-05T12:30:00Z;;2.668;100.0;;;;;;;0.0;0.0;0.0;0.0
145;ALI1;2024-10-05T13:00:00Z;;1.94;100.0;;;;;;;0.0;0.0;0.0;0.0
146;ALI1;2024-10-05T13:30:00Z;;1.972;100.0;;;;;;;0.0;0.0;0.0;0.0
147;ALI1;2024-10-05T14:00:00Z;;2.146;100.0;;;;;;;0.0;0.0;0.0;0.0
148;ALI1;2024-10-05T14:30:00Z;;2.491;100.0;;;;;;;0.0;0.0;0.0;0.0
149;ALI1;2024-10-05T15:00:00Z;;2.45;100.0;;;;;;;0.0;0.0;0.0;0.0
150;ALI1;2024-10-05T15:30:00Z;;2.526;100.0;;;;;;;0.0;0.0;0.0;0.0
151;ALI1;2024-10-05T16:00:00Z;;2.52;100.0;;;;;;;0.0;0.0;0.0;0.0
152;ALI1;2024-10-05T16:30:00Z;;2.389;100.0;;;;;;;0.0;0.0;0.0;0.0
153;ALI1;2024-10-05T17:00:00Z;;2.452;100.0;;;;;;;0.0;0.0;0.0;0.0
154;ALI1;2024-10-05T17:30:00Z;;2.439;98.7;;;;;;;0.0;0.0;0.0;0.0
155;ALI1;2024-10-05T18:00:00Z;;3.131;70.8;;;;;;;0.0;0.0;0.0;0.0
156;ALI1;2024-10-05T18:30:00Z;;3.936;52.53;;;;;;;0.0;0.0;0.0;0.0
157;ALI1;2024-10-05T19:00:00Z;;4.07;59.22;;;;;;;0.0;0.0;0.0;0.0
158;ALI1;2024-10-05T19:30:00Z;;3.535;77.6;;;;;;;0.0;0.0;0.0;0.0
159;ALI1;2024-10-05T20:00:00Z;;3.357;82.2;;;;;;;0.0;0.0;0.0;0.0
160;ALI1;2024-10-05T20:30:00Z;;4.093;64.33;;;;;;;0.0;0.0;0.0;0.0
161;ALI1;2024-10-05T21:00:00Z;;4.349;57.57;;;;;;;0.0;0.0;0.0;0.0
162;ALI1;2024-10-05T21:30:00Z;;4.717;48.2;;;;;;;0.0;0.0;0.0;0.0
163;ALI1;2024-10-05T22:00:00Z;;4.299;52.3;;;;;;;0.0;0.0;0.0;0.0
164;ALI1;2024-10-05T22:30:00Z;;4.345;51.76;;;;;;;0.0;0.0;0.0;0.0
165;ALI1;2024-10-05T23:00:00Z;;4.002;56.12;;;;;;;0.0;0.0;0.0;0.0
166;ALI1;2024-10-05T23:30:00Z;;4.219;46.68;;;;;;;0.0;0.0;0.0;0.0
167;ALI1;2024-10-06T00:00:00Z;;4.677;37.53;;;;;;;0.0;0.0;0.0;0.0
168;ALI1;2024-10-06T00:30:00Z;;4.562;38.68;;;;;;;0.0;0.0;0.0;0.0
169;ALI1;2024-10-06T01:00:00Z;;4.674;38.93;;;;;;;0.0;0.0;0.0;0.0
170;ALI1;2024-10-06T01:30:00Z;;4.513;41.82;;;;;;;0.0;0.0;0.0;0.0
171;ALI1;2024-10-06T02:00:00Z;;4.998;36.86;;;;;;;0.0;0.0;0.0;0.0
172;ALI1;2024-10-06T02:30:00Z;;5.593;29.45;;;;;;;0.0;0.0;0.0;0.0
173;ALI1;2024-10-06T03:00:00Z;;5.538;30.7;;;;;;;0.0;0.0;0.0;0.0
174;ALI1;2024-10-06T03:30:00Z;;5.943;26.81;;;;;;;0.0;0.0;0.0;0.0
175;ALI1;2024-10-06T04:00:00Z;;5.802;27.58;;;;;;;0.0;0.0;0.0;0.0
176;ALI1;2024-10-06T04:30:00Z;;5.662;29.16;;;;;;;0.0;0.0;0.0;0.0
177;ALI1;2024-10-06T05:00:00Z;;5.654;30.29;;;;;;;0.0;0.0;0.0;0.0
178;ALI1;2024-10-06T05:30:00Z;;5.652;30.66;;;;;;;0.0;0.0;0.0;0.0
179;ALI1;2024-10-06T06:00:00Z;;5.454;32.46;;;;;;;0.0;0.0;0.0;0.0
180;ALI1;2024-10-06T06:30:00Z;;5.223;34.57;;;;;;;0.0;0.0;0.0;0.0
181;ALI1;2024-10-06T07:00:00Z;;5.48;33.19;;;;;;;0.0;0.0;0.0;0.0
182;ALI1;2024-10-06T07:30:00Z;;5.751;32.04;;;;;;;0.0;0.0;0.0;0.0
183;ALI1;2024-10-06T08:00:00Z;;5.363;35.23;;;;;;;0.0;0.0;0.0;0.0
184;ALI1;2024-10-06T08:30:00Z;;5.237;37.44;;;;;;;0.0;0.0;0.0;0.0
185;ALI1;2024-10-06T09:00:00Z;;5.377;36.64;;;;;;;0.0;0.0;0.0;0.0
186;ALI1;2024-10-06T09:30:00Z;;6.574;41.38;;;;;;;0.0;0.0;0.0;0.0
187;ALI1;2024-10-06T10:00:00Z;;7.67;57.93;;;;;;;0.0;0.0;0.0;0.0
188;ALI2;2024-10-05T11:00:00Z;10.69;3.79;87.5;14.26;6.031;17.9;10.53;8.55;173.3;0.865;3.403;105.9;47.36
189;ALI2;2024-10-05T11:30:00Z;10.68;4.287;89.9;16.19;6.246;20.43;12.14;9.8;192.4;1.155;3.207;86.8;30.12
190;ALI2;2024-10-05T12:00:00Z;9.35;4.51;89.4;14.64;6.523;18.59;9.37;8.0;140.8;0.717;3.755;178.2;53.88
191;ALI2;2024-10-05T12:30:00Z;9.7;3.71;94.6;10.16;6.876;11.65;6.123;5.355;60.05;0.542;2.933;166.7;59.56
192;ALI2;2024-10-05T13:00:00Z;7.58;3.329;98.0;9.24;7.25;10.2;6.037;5.096;52.14;1.17;3.012;81.0;20.07
193;ALI2;2024-10-05T13:30:00Z;8.37;3.076;99.2;8.85;7.58;9.54;5.829;4.855;45.52;1.44;2.953;78.0;16.28
194;ALI2;2024-10-05T14:00:00Z;8.87;3.27;98.9;9.08;7.83;9.61;5.873;4.958;51.29;0.969;2.542;74.6;29.59
195;ALI2;2024-10-05T14:30:00Z;9.16;3.643;96.8;8.12;8.02;9.07;5.308;4.831;40.18;0.483;1.936;183.7;43.96
196;ALI2;2024-10-05T15:00:00Z;7.84;3.479;99.2;8.01;8.18;8.73;5.103;4.557;36.5;0.723;1.819;159.6;25.15
197;ALI2;2024-10-05T15:30:00Z;9.64;2.995;100.0;5.45;8.28;5.964;3.641;3.421;15.18;1.1;2.444;221.6;38.83
198;ALI2;2024-10-05T16:00:00Z;5.965;3.008;100.0;4.133;8.36;4.089;3.208;3.129;3.203;2.056;3.285;280.8;13.24
199;ALI2;2024-10-05T16:30:00Z;6.702;2.829;100.0;4.694;8.41;4.574;3.384;3.119;5.943;0.262;2.816;268.9;61.72
200;ALI2;2024-10-05T17:00:00Z;7.79;2.598;100.0;4.453;8.41;4.307;3.178;2.841;1.193;0.379;1.33;125.8;21.22
201;ALI2;2024-10-05T17:30:00Z;7.31;2.363;100.0;3.329;8.39;3.09;2.37;2.269;-1.767;0.113;1.428;201.8;49.27
202;ALI2;2024-10-05T18:00:00Z;7.42;2.135;100.0;1.527;8.34;0.815;1.218;1.406;-1.989;0.017;0.724;346.0;22.93
203;ALI2;2024-10-05T18:30:00Z;7.94;2.374;100.0;0.395;8.28;-1.086;0.609;1.028;-1.989;0.319;1.604;217.2;11.47
204;ALI2;2024-10-05T19:00:00Z;6.603;2.819;100.0;0.455;8.21;-1.031;1.067;1.428;-1.989;0.463;1.682;250.1;24.61
205;ALI2;2024-10-05T19:30:00Z;9.33;2.955;99.4;-0.023;8.12;-1.553;0.616;1.093;-1.989;0.052;1.154;303.8;44.36
206;ALI2;2024-10-05T20:00:00Z;7.99;2.726;98.0;-0.503;7.99;-2.203;0.409;1.016;-1.989;0.168;1.447;336.1;50.61
207;ALI2;2024-10-05T20:30:00Z;6.925;3.224;91.0;-0.597;7.85;-2.138;0.249;0.69;-1.989;0.315;1.956;247.7;20.29
208;ALI2;2024-10-05T21:00:00Z;8.72;4.183;79.9;-0.089;7.7;-1.471;0.745;1.876;-2.077;0.949;2.503;240.1;24.98
209;ALI2;2024-10-05T21:30:00Z;9.21;5.103;64.17;-0.012;7.56;-1.47;1.632;2.935;-1.989;1.304;3.09;245.8;15.57
210;ALI2;2024-10-05T22:00:00Z;12.08;6.025;48.02;0.518;7.4;-0.523;3.795;4.702;-1.989;2.974;6.121;209.9;24.37
211;ALI2;2024-10-05T22:30:00Z;11.82;6.41;45.38;0.952;7.25;0.348;4.732;5.48;-1.989;3.634;6.903;193.3;15.3
212;ALI2;2024-10-05T23:00:00Z;11.56;6.441;43.63;0.888;7.13;1.156;4.674;5.44;-1.989;3.319;5.691;193.8;14.72
